text,label,label_name,clean_text
"husband very  possesive and behaves in a moody way? My friends's husband aged 30 behaves in a very moody way, restricted her from all the channels of communication. She( aged 24)  is a housewife n had an arranged marriage. He has bed wetting problem, beats her very often arrogantly and does not allow her to talk to even her parents, neighbours etc. kindly suggest some remedy for her.",8,Family & Relationships,husband possesive behaves moody way friendss husband aged behaves moody way restricted channels communication aged housewife arranged marriage bed wetting problem beats often arrogantly allow talk even parents neighbours etc kindly suggest remedy
Why will the Steelers LOSE to the Bengals this weekend? choke!,5,Sports,steelers lose bengals weekend choke
what is your favorite movie the ringer or bruse almighty? ,7,Entertainment & Music,favorite movie ringer bruse almighty
"WHAT TOOK AMERlCA SO LONG TO WAKE UP TO THE FACT THAT NEOCON STRATEGIES WERE DOOMED FOR FAILURE? AMERICA WOKE UP, BUT IT TOOK A LONG LONG TIME.",9,Politics & Government,took amerlca long wake fact neocon strategies doomed failure america woke took long long time
"What causes shin splints and what is the best way to treat them?  How can I avoid them in the future? I have started running again recently and now have shin splints so bad I can hardly walk.  I  am a 39 year old woman in fairly good physical shape, I work out regularly, not over weight and I have no physical problems short of the shin splints..  I walk on the tread mill and eliptical regularly with out much problem.  The problem didn't start until I started running out side.  I run on a concrete bridge with a slight grade (incase that makes a difference).",2,Health,causes shin splints best way treat avoid future started running recently shin splints bad hardly walk year old woman fairly good physical shape work regularly weight physical problems short shin splints walk tread mill eliptical regularly much problem problem didnt start started running side run concrete bridge slight grade incase makes difference
who has won the world cup most times? ,5,Sports,world cup times
if u are lost in a maze? what would u do if u are\n lost in a maze?,3,Education & Reference,lost maze would lost maze
"""The exception Integer division by zero (0xc0000094) occurred in the application at location 0x68f062c2f"". I am trying to run anti-virus signature update and keep getting the above error message. I use Kaspersky 6.0",4,Computers & Internet,exception integer division zero occurred application location xfcf trying run antivirus signature update keep getting error message use kaspersky
"The Left claims to be tolerant and open-minded, but they are intolerant of anyone who is not open-minded. How? ",9,Politics & Government,left claims tolerant openminded intolerant anyone openminded
"Javascript submit question? Say I have some code like this\n\n<form action=""link"" method=""post"">\n<input type=""text"" name=""answer"" value="""" />\n<input type=""submit"" name=""submit"" value=""Submit Answer"" />\n</form>\n\nThe thing is I don't know how to submit it by inlining javascript in the address bar. javascript:document.formname.submit();  would work, but the form doesn't have a name. javascript:document.forms[0].answer.submit(); doesn't work.  neither does javascript:document.forms[0].elements[1].submit(); Assuming there's already something in the box when the page loads, how can I submit it automatically? Thanks.",4,Computers & Internet,javascript submit question say code like thisnnform actionlink methodpostninput typetext nameanswer value ninput typesubmit namesubmit valuesubmit answer nformnnthe thing dont know submit inlining javascript address bar javascriptdocumentformnamesubmit would work form doesnt name javascriptdocumentformsanswersubmit doesnt work neither javascriptdocumentformselementssubmit assuming theres already something box page loads submit automatically thanks
"Has anyone heard of the band REHAB? They seem to local from their songs they sing alot about places near SC & GA ,I can download them from Limewire but i would LOVE to go see them somewhere..",7,Entertainment & Music,anyone heard band rehab seem local songs sing alot places near download limewire would love see somewhere
"I'm 18, my boyfriends older, advice please? My boyfriend is 26 hes a good guy but im not comfortable with the fact that hes had a dozen girls before me, but he is faithful though. but hes my first boyfriend. we been together for about 5 months. Am i just trippin because hes my first and hes been with other people before me? but no one wants something someones already had right? or should i be dating younger guys to begin with? is he just settling for me cause im 18? guys just like young girls?",8,Family & Relationships,boyfriends older advice please boyfriend hes good guy comfortable fact hes dozen girls faithful though hes first boyfriend together months trippin hes first hes people one wants something someones already right dating younger guys begin settling cause guys like young girls
